,city_id,city_name,cloudiness_pct,country_cd,date,humidity,city_lat,city_lng,max_temp,wind_speed,date_time
213,3092080,Miastko,98,PL,1621361565,79,54.0028,16.9826,57.52,6.78,2021-05-18 18:12:45
214,3351024,Caluquembe,4,AO,1621361565,52,-13.7833,14.6833,63.14,2.1,2021-05-18 18:12:45
215,1516048,Khovd,67,MN,1621361566,36,48.0056,91.6419,61.97,9.28,2021-05-18 18:12:46
216,4588165,Mt. Pleasant,1,US,1621361566,61,32.7941,-79.8626,81.0,1.99,2021-05-18 18:12:46
217,1634614,Nabire,88,ID,1621361566,90,-3.3667,135.4833,75.56,2.75,2021-05-18 18:12:46
218,935214,Saint-Pierre,0,RE,1621361567,61,-21.3393,55.4781,71.29,6.91,2021-05-18 18:12:47
219,964712,Plettenberg Bay,19,ZA,1621361567,53,-34.0527,23.3716,61.56,2.91,2021-05-18 18:12:47
220,602150,Umeå,90,SE,1621361567,100,63.8284,20.2597,42.73,5.75,2021-05-18 18:12:47
221,3491355,Black River,19,JM,1621361568,55,18.0264,-77.8487,87.8,18.01,2021-05-18 18:12:48
222,3188516,Ulcinj,9,ME,1621361568,75,41.9294,19.2244,66.42,3.4,2021-05-18 18:12:48
223,3580477,West Bay,20,KY,1621361569,71,19.3667,-81.4167,86.07,11.59,2021-05-18 18:12:49
224,3924679,Vilhena,1,BR,1621361427,33,-12.7406,-60.1458,87.22,3.51,2021-05-18 18:10:27
225,1572151,Nha Trang,63,VN,1621361569,87,12.25,109.1833,82.4,4.72,2021-05-18 18:12:49
226,2190299,Hanmer Springs,72,NZ,1621361570,81,-42.5167,172.8167,46.98,12.28,2021-05-18 18:12:50
227,902620,Mwinilunga,59,ZM,1621361570,63,-11.7358,24.4293,62.87,4.29,2021-05-18 18:12:50
228,5769288,Spearfish,1,US,1621361571,42,44.4908,-103.8594,79.66,4.0,2021-05-18 18:12:51
229,5866583,Saint Paul Harbor,1,US,1621361571,76,57.79,-152.4072,45.91,5.75,2021-05-18 18:12:51
230,2013918,Ust-Maya,51,RU,1621361571,60,60.4167,134.5333,28.6,3.56,2021-05-18 18:12:51
231,2030065,Mandalgovi,65,MN,1621361572,58,45.7625,106.2708,52.25,1.45,2021-05-18 18:12:52
232,1235846,Matara,91,LK,1621361467,86,5.9485,80.5353,80.28,7.54,2021-05-18 18:11:07
233,1855540,Naze,90,JP,1621361572,92,28.3667,129.4833,73.35,8.68,2021-05-18 18:12:52
234,2214846,Misratah,7,LY,1621361573,65,32.3754,15.0925,73.26,8.77,2021-05-18 18:12:53
235,1282256,Hithadhoo,0,MV,1621361573,70,-0.6,73.0833,84.63,6.6,2021-05-18 18:12:53
236,2208091,Waitara,51,NZ,1621361573,71,-38.925,174.25,54.72,23.62,2021-05-18 18:12:53
237,3671497,Puerto Colombia,100,CO,1621361574,72,10.9878,-74.9547,87.89,5.7,2021-05-18 18:12:54
238,2088122,Port Moresby,100,PG,1621361574,91,-9.4431,147.1797,76.55,7.99,2021-05-18 18:12:54
239,2630299,Hofn,62,IS,1621361575,60,64.2539,-15.2082,39.22,6.04,2021-05-18 18:12:55
240,3420846,Qaqortoq,45,GL,1621361575,60,60.7167,-46.0333,46.9,7.9,2021-05-18 18:12:55
241,583345,Aleksandrov Gay,6,RU,1621361576,41,50.147,48.5704,73.89,12.46,2021-05-18 18:12:56
242,2022572,Khatanga,96,RU,1621361576,95,71.9667,102.5,16.57,8.41,2021-05-18 18:12:56
243,4014603,Chalchihuites,0,MX,1621361576,8,23.4833,-103.8833,76.48,17.94,2021-05-18 18:12:56
